k,l,u,v,rho,cluster,frame
142,83,3301.2,1685.82,-2.78491,34,4
143,83,3320.81,1686.03,-3.09162,34,4
144,83,3340.66,1685,-2.15835,34,4
143,84,3329.32,1701.76,-2.78491,34,4
144,84,3349.06,1702.68,-3.09162,34,4
144,85,3340.35,1717.84,-2.15835,34,4
143,85,3320.98,1717.82,-3.09162,34,4
142,86,3311.54,1734.83,-2.15835,34,4
142,85,3301.57,1718.01,-2.78491,34,4
142,84,3311.47,1701.99,-2.15835,34,4
93,112,2172.94,2268.63,-3.57489,39,4
94,113,2181.74,2286.4,-3.26817,39,4
94,112,2192.08,2268.57,-2.64161,39,4
95,113,2202.11,2286.53,-3.57489,39,4
95,112,2211.65,2268.6,-3.26817,39,4
96,113,2222.13,2286.09,-2.64161,39,4
95,114,2211.52,2303.93,-3.26817,39,4
96,114,2231.2,2304.16,-3.57489,39,4
94,114,2191.99,2303.72,-2.64161,39,4
94,115,2181.53,2321.57,-3.26817,39,4
95,115,2201.72,2320.14,-3.57489,39,4
93,114,2172.87,2304.04,-3.57489,39,4
96,112,2231.14,2269.07,-3.57489,39,4
97,111,2241.46,2251.06,-3.26817,39,4
84,60,1963.36,1213.43,-3.98946,2,4
85,59,1972.35,1194.33,-3.68275,2,4
85,60,1983.11,1212.74,-3.05619,2,4
85,61,1971.93,1231.07,-3.68275,2,4
86,59,1993.35,1194.26,-3.98946,2,4
87,59,2014.36,1194.41,-3.05619,2,4
86,60,2003.33,1212.62,-3.68275,2,4
87,60,2024.72,1211.99,-3.98946,2,4
87,61,2014.47,1230.71,-3.05619,2,4
88,60,2045.77,1212.32,-3.05619,2,4
88,59,2034.55,1194.48,-3.68275,2,4
88,58,2045.88,1177.03,-3.05619,2,4
87,58,2024.64,1178,-3.98946,2,4
87,57,2014.44,1158.66,-3.05619,2,4
86,58,2003.36,1177.38,-3.68275,2,4
86,57,1994,1159.29,-3.98946,2,4
85,57,1972.25,1159.17,-3.68275,2,4
85,56,1982.9,1140.61,-3.05619,2,4
86,56,2003.34,1141.2,-3.68275,2,4
87,56,2025.06,1141.42,-3.98946,2,4
88,55,2035.42,1122.32,-3.68275,2,4
88,56,2046.2,1140.37,-3.05619,2,4
88,57,2034.63,1159.05,-3.68275,2,4
89,57,2054.87,1158.92,-3.98946,2,4
85,58,1982.99,1177,-3.05619,2,4
83,72,1938.73,1462.91,-3.62832,11,4
84,73,1949.59,1480.71,-3.00176,11,4
84,74,1960.67,1499.81,-3.93504,11,4
83,74,1939.26,1499.33,-3.62832,11,4
84,75,1949.86,1516.17,-3.00176,11,4
84,76,1960.2,1533.84,-3.93504,11,4
84,77,1949.35,1553.33,-3.00176,11,4
85,76,1980.78,1534.19,-3.00176,11,4
86,75,1991.27,1515.91,-3.93504,11,4
85,75,1969.34,1516.64,-3.62832,11,4
85,74,1980.69,1498.98,-3.00176,11,4
85,73,1969.9,1481.16,-3.62832,11,4
86,73,1991.23,1481.78,-3.93504,11,4
86,72,2001.28,1462.11,-3.62832,11,4
87,73,2010.3,1481.43,-3.00176,11,4
87,74,2021.13,1500.44,-3.93504,11,4
86,74,2000.92,1499.41,-3.62832,11,4
87,75,2011.99,1516.19,-3.00176,11,4
86,76,2001.08,1533.82,-3.62832,11,4
87,72,2021.56,1463.15,-3.93504,11,4
87,71,2012.31,1444.44,-3.00176,11,4
85,72,1980.66,1462.76,-3.00176,11,4
82,88,1915.55,1783.63,-2.93484,20,4
83,89,1927.17,1802.18,-3.86812,20,4
83,88,1936.46,1784.03,-3.5614,20,4
84,88,1957.6,1784.34,-3.86812,20,4
84,87,1946.23,1765.93,-2.93484,20,4
85,87,1967.07,1766.07,-3.5614,20,4
85,86,1978.21,1747.7,-2.93484,20,4
86,87,1988.13,1766.19,-3.86812,20,4
86,86,1998.56,1747.57,-3.5614,20,4
87,87,2009.02,1765.46,-2.93484,20,4
86,88,1997.55,1784.18,-3.5614,20,4
86,89,1987.75,1802.41,-3.86812,20,4
85,88,1978.12,1783.53,-2.93484,20,4
85,89,1967.16,1801.98,-3.5614,20,4
84,89,1946.26,1801.83,-2.93484,20,4
84,90,1957.24,1818.34,-3.86812,20,4
84,91,1946.27,1836.89,-2.93484,20,4
83,90,1936.47,1818.75,-3.5614,20,4
82,90,1915.54,1818.91,-2.93484,20,4
83,91,1926.75,1836.75,-3.86812,20,4
85,90,1978.1,1818.64,-2.93484,20,4
86,90,1997.33,1819.21,-3.5614,20,4
83,87,1926.97,1766.41,-3.86812,20,4
81,116,1891.82,2351.59,-3.64022,38,4
81,117,1880.6,2367.59,-2.70695,38,4
81,118,1891.96,2385.34,-3.64022,38,4
81,119,1880.38,2403.33,-2.70695,38,4
82,119,1900.9,2403.15,-3.3335,38,4
83,119,1921.88,2402.37,-3.64022,38,4
82,118,1910.61,2385.53,-2.70695,38,4
83,117,1921.78,2367.73,-3.64022,38,4
82,117,1900.99,2367.85,-3.3335,38,4
82,116,1910.72,2351,-2.70695,38,4
83,116,1931.19,2351.15,-3.3335,38,4
84,115,1941.34,2333.13,-2.70695,38,4
84,116,1951.24,2351.29,-3.64022,38,4
84,117,1941.04,2367.69,-2.70695,38,4
84,118,1950.58,2386.28,-3.64022,38,4
83,118,1931.2,2385.32,-3.3335,38,4
84,119,1941.13,2403.05,-2.70695,38,4
81,120,1891.32,2420.6,-3.64022,38,4
81,104,1894.78,2103.62,-3.8523,29,4
82,103,1903.61,2085.31,-3.54558,29,4
83,103,1924.18,2085.62,-3.8523,29,4
82,102,1913.04,2067.27,-2.91902,29,4
83,102,1933.79,2067.48,-3.54558,29,4
84,102,1954.74,2067.77,-3.8523,29,4
84,101,1943.66,2049.69,-2.91902,29,4
84,103,1943.67,2085.22,-2.91902,29,4
84,104,1954.7,2103.24,-3.8523,29,4
83,104,1933.81,2103.13,-3.54558,29,4
82,104,1913.09,2103.06,-2.91902,29,4
83,105,1924.36,2120.46,-3.8523,29,4
82,106,1912.54,2138.31,-2.91902,29,4
82,105,1903.69,2121.47,-3.54558,29,4
84,105,1943.7,2120.89,-2.91902,29,4
85,105,1964.39,2120.56,-3.54558,29,4
85,104,1974.97,2102.8,-2.91902,29,4
85,103,1964.27,2085.34,-3.54558,29,4
85,102,1975.17,2067.07,-2.91902,29,4
70,76,1634.39,1543.01,-3.10294,10,4
71,77,1646.86,1561.7,-4.03622,10,4
70,78,1634.47,1579.6,-3.10294,10,4
71,79,1646.23,1598.06,-4.03622,10,4
70,79,1625.13,1598.05,-3.7295,10,4
70,80,1634.43,1615.31,-3.10294,10,4
71,80,1655.73,1614.75,-3.7295,10,4
72,80,1677.71,1613.71,-4.03622,10,4
72,79,1665.66,1597.9,-3.10294,10,4
72,78,1677.41,1579.95,-4.03622,10,4
72,77,1665.71,1561.29,-3.10294,10,4
72,76,1677.52,1543.42,-4.03622,10,4
72,75,1665.73,1525.01,-3.10294,10,4
73,75,1687.02,1525.32,-3.7295,10,4
74,75,1709.05,1525.05,-4.03622,10,4
73,76,1697.22,1542.98,-3.10294,10,4
74,77,1707.94,1561.83,-4.03622,10,4
74,76,1718.09,1542.94,-3.7295,10,4
73,77,1687.01,1561.34,-3.7295,10,4
73,78,1697.11,1579.55,-3.10294,10,4
74,79,1707.99,1598.05,-4.03622,10,4
73,79,1686.94,1597.9,-3.7295,10,4
73,80,1697.39,1614.76,-3.10294,10,4
71,76,1655.82,1543.26,-3.7295,10,4
71,78,1655.71,1579.71,-3.7295,10,4
71,81,1645.59,1632.8,-4.03622,10,4
70,60,1635.66,1219.76,-3.17397,1,4
71,61,1648.66,1238.64,-4.10725,1,4
70,62,1635.98,1256.91,-3.17397,1,4
71,63,1648.14,1275.79,-4.10725,1,4
70,64,1635.87,1293.18,-3.17397,1,4
71,65,1647.16,1311.45,-4.10725,1,4
71,64,1656.57,1293.4,-3.80053,1,4
72,64,1678.57,1291.65,-4.10725,1,4
72,65,1666.94,1310.92,-3.17397,1,4
73,64,1698.83,1292.67,-3.17397,1,4
74,64,1720.28,1292.1,-3.80053,1,4
75,63,1730.18,1275.47,-3.17397,1,4
74,62,1720.11,1257.27,-3.80053,1,4
73,62,1698.79,1256.96,-3.17397,1,4
74,63,1710.59,1275.68,-4.10725,1,4
73,63,1688.76,1275.44,-3.80053,1,4
72,63,1667.23,1275.25,-3.17397,1,4
72,62,1678.65,1257.55,-4.10725,1,4
72,61,1667.22,1238.54,-3.17397,1,4
73,61,1688.76,1238.68,-3.80053,1,4
74,61,1710.53,1239,-4.10725,1,4
73,60,1698.79,1220.17,-3.17397,1,4
74,60,1719.88,1219.46,-3.80053,1,4
75,61,1730.24,1238.65,-3.17397,1,4
75,60,1740.45,1219.41,-4.10725,1,4
75,59,1730.76,1201.47,-3.17397,1,4
73,59,1688.6,1202.46,-3.80053,1,4
72,60,1678.97,1220.72,-4.10725,1,4
71,60,1657.41,1220.41,-3.80053,1,4
71,62,1657.37,1257.03,-3.80053,1,4
69,106,1612.07,2148.61,-3.91393,28,4
69,107,1600.2,2166.26,-2.98065,28,4
69,108,1611.64,2184.39,-3.91393,28,4
69,109,1600.23,2202.3,-2.98065,28,4
70,109,1621,2202.45,-3.60721,28,4
71,109,1641.78,2202.17,-3.91393,28,4
70,110,1630.95,2220.26,-2.98065,28,4
70,108,1630.89,2184.38,-2.98065,28,4
71,107,1642.47,2166.47,-3.91393,28,4
70,106,1630.98,2148.32,-2.98065,28,4
71,106,1651.8,2148.44,-3.60721,28,4
72,107,1661.9,2166.25,-2.98065,28,4
71,108,1651.83,2184.28,-3.60721,28,4
72,109,1661.83,2202.23,-2.98065,28,4
72,106,1672.21,2148.4,-3.91393,28,4
72,105,1662.2,2131.2,-2.98065,28,4
70,107,1621.12,2166.41,-3.60721,28,4
69,94,1614.17,1901.18,-4.01496,19,4
69,95,1601.77,1919.54,-3.08168,19,4
70,95,1623.19,1919.21,-3.70824,19,4
70,94,1632.82,1900.74,-3.08168,19,4
71,93,1644.82,1882.84,-4.01496,19,4
70,92,1632.83,1864.47,-3.08168,19,4
71,91,1644.26,1847.07,-4.01496,19,4
70,91,1623,1846.6,-3.70824,19,4
72,91,1663.94,1846.49,-3.08168,19,4
72,92,1675.47,1864.84,-4.01496,19,4
72,93,1663.96,1882.62,-3.08168,19,4
72,94,1675.5,1900.9,-4.01496,19,4
71,94,1654,1900.84,-3.70824,19,4
71,95,1641.18,1919.45,-4.01496,19,4
72,95,1663.94,1918.89,-3.08168,19,4
73,95,1685.09,1918.55,-3.70824,19,4
73,94,1694.89,1901,-3.08168,19,4
73,93,1684.97,1882.81,-3.70824,19,4
73,92,1694.87,1864.55,-3.08168,19,4
73,91,1684.63,1845.78,-3.70824,19,4
73,90,1695.5,1827.79,-3.08168,19,4
74,91,1705.5,1846.16,-4.01496,19,4
70,96,1632.51,1936.25,-3.08168,19,4
70,93,1623.29,1882.7,-3.70824,19,4
55,112,1286.06,2265.67,-3.00038,27,4
56,113,1296.82,2283.89,-3.93366,27,4
55,114,1286.03,2302.53,-3.00038,27,4
56,115,1295.48,2320.19,-3.93366,27,4
57,115,1316.72,2319.97,-3.00038,27,4
57,114,1326.92,2301.36,-3.93366,27,4
56,114,1305.31,2302.87,-3.62694,27,4
57,113,1316.95,2283.82,-3.00038,27,4
58,113,1338.11,2283.75,-3.62694,27,4
57,112,1327.14,2265.99,-3.93366,27,4
58,111,1338.08,2247.57,-3.62694,27,4
57,111,1316.93,2247.55,-3.00038,27,4
56,112,1307.15,2265.64,-3.62694,27,4
56,111,1296.78,2247.98,-3.93366,27,4
56,110,1307.08,2230.68,-3.62694,27,4
57,110,1327.05,2231.26,-3.93366,27,4
58,110,1348.11,2230.47,-3.00038,27,4
59,110,1369.05,2230.29,-3.62694,27,4
59,111,1357.47,2247.91,-3.93366,27,4
59,112,1368.76,2265.87,-3.62694,27,4
59,113,1357.51,2284,-3.93366,27,4
58,112,1348.11,2265.69,-3.00038,27,4
58,114,1348.11,2301.69,-3.00038,27,4
60,111,1378.45,2247.61,-3.00038,27,4
59,109,1358.82,2212.51,-3.93366,27,4
55,96,1287.1,1944.63,-3.10875,18,4
56,96,1308.27,1945.35,-3.73531,18,4
57,97,1317.91,1963.61,-3.10875,18,4
58,97,1339.3,1963.6,-3.73531,18,4
57,98,1327.92,1981.91,-4.04202,18,4
58,98,1349.21,1981.82,-3.10875,18,4
59,98,1370.37,1981.69,-3.73531,18,4
60,99,1380.46,2000.31,-3.10875,18,4
59,99,1359.46,1999.53,-4.04202,18,4
58,99,1339.11,1999.99,-3.73531,18,4
57,99,1317.86,2000.25,-3.10875,18,4
56,98,1308.19,1981.76,-3.73531,18,4
55,98,1287.12,1981.69,-3.10875,18,4
56,100,1307.96,2018.59,-3.73531,18,4
55,100,1286.67,2018.97,-3.10875,18,4
59,97,1359.11,1964.01,-4.04202,18,4
59,96,1370.57,1945.29,-3.73531,18,4
58,96,1349.46,1945.22,-3.10875,18,4
57,96,1328.39,1945.82,-4.04202,18,4
57,95,1317.91,1928.21,-3.10875,18,4
58,95,1339.25,1928.45,-3.73531,18,4
59,95,1359.74,1929.18,-4.04202,18,4
59,94,1371.3,1909.81,-3.73531,18,4
60,95,1381.34,1927.92,-3.10875,18,4
60,97,1380.43,1963.75,-3.10875,18,4
55,126,1285.2,2549.92,-2.82768,36,4
56,126,1306.07,2550,-3.45423,36,4
57,125,1315.95,2531.84,-2.82768,36,4
57,126,1325.91,2550.69,-3.76095,36,4
58,125,1336.97,2531.94,-3.45423,36,4
58,124,1347.08,2513.9,-2.82768,36,4
57,124,1325.97,2515.1,-3.76095,36,4
59,125,1355.78,2532.66,-3.76095,36,4
58,126,1346.82,2549.76,-2.82768,36,4
59,127,1354.92,2568.84,-3.76095,36,4
58,127,1336.85,2566.69,-3.45423,36,4
57,127,1315.82,2566.97,-2.82768,36,4
56,127,1295.51,2566.86,-3.76095,36,4
55,128,1285.12,2585.08,-2.82768,36,4
56,128,1306.07,2584.71,-3.45423,36,4
58,128,1346.93,2584.55,-2.82768,36,4
56,125,1295.69,2532.64,-3.76095,36,4
56,64,1309.76,1299.54,-3.85989,0,4
57,65,1319.43,1318.28,-3.23333,0,4
58,65,1340.98,1318.32,-3.85989,0,4
57,66,1329.93,1336.69,-4.1666,0,4
58,67,1340.79,1355.33,-3.85989,0,4
57,68,1329.88,1373.8,-4.1666,0,4
57,67,1319.39,1355.28,-3.23333,0,4
56,68,1309.86,1374.38,-3.85989,0,4
56,67,1299.5,1356.2,-4.1666,0,4
56,66,1309.94,1336.6,-3.85989,0,4
57,69,1319.03,1391.37,-3.23333,0,4
58,68,1351,1373.76,-3.23333,0,4
59,68,1372.72,1373.28,-3.85989,0,4
59,67,1361.29,1355.41,-4.1666,0,4
59,66,1372.71,1336.71,-3.85989,0,4
58,66,1351.02,1336.76,-3.23333,0,4
59,65,1361.41,1318.63,-4.1666,0,4
59,64,1372.52,1299.8,-3.85989,0,4
58,64,1351.06,1299.74,-3.23333,0,4
57,64,1330.17,1300.29,-4.1666,0,4
57,63,1318.95,1282.51,-3.23333,0,4
60,65,1382.87,1318.19,-3.23333,0,4
60,66,1392.26,1337.29,-4.1666,0,4
61,65,1403.98,1318.44,-3.85989,0,4
60,64,1392.33,1300.15,-4.1666,0,4
61,64,1414.22,1299.86,-3.23333,0,4
61,63,1404.94,1282.35,-3.85989,0,4
60,63,1383.01,1282.36,-3.23333,0,4
60,62,1394.18,1264.37,-4.1666,0,4
61,67,1403.78,1355.32,-3.85989,0,4
61,68,1414.51,1374.48,-3.23333,0,4
60,68,1393.36,1372.65,-4.1666,0,4
60,67,1382.76,1355.15,-3.23333,0,4
56,80,1309.22,1623.11,-3.79495,9,4
56,81,1298.88,1641.73,-4.10167,9,4
56,82,1309.28,1659.86,-3.79495,9,4
56,83,1299.09,1678.96,-4.10167,9,4
56,84,1309.36,1697.3,-3.79495,9,4
57,83,1318.89,1678.15,-3.16839,9,4
58,83,1340.53,1678.2,-3.79495,9,4
57,84,1327.26,1695.76,-4.10167,9,4
58,84,1350.32,1696.59,-3.16839,9,4
59,84,1371.95,1696.19,-3.79495,9,4
59,83,1360.65,1678.58,-4.10167,9,4
59,82,1371.83,1659.98,-3.79495,9,4
58,82,1350.36,1659.89,-3.16839,9,4
57,82,1329.46,1660.29,-4.10167,9,4
58,81,1340.47,1641.57,-3.79495,9,4
57,81,1318.87,1641.41,-3.16839,9,4
57,80,1329.61,1623.83,-4.10167,9,4
58,80,1350.37,1623.14,-3.16839,9,4
59,81,1360.49,1642.02,-4.10167,9,4
59,80,1370.95,1622.04,-3.79495,9,4
60,81,1381.85,1641.55,-3.16839,9,4
60,80,1390.88,1623.08,-4.10167,9,4
61,81,1402.26,1641.63,-3.79495,9,4
61,79,1403.72,1605.56,-3.79495,9,4
60,79,1382.32,1605.71,-3.16839,9,4
60,83,1381.77,1678.27,-3.16839,9,4
60,84,1392.01,1696.4,-4.10167,9,4
57,85,1318.45,1714.37,-3.16839,9,4
56,85,1297.43,1714.57,-4.10167,9,4
68,120,1588.72,2432.47,-3.42078,37,4
69,120,1609.83,2432.97,-3.7275,37,4
69,121,1598.58,2449.87,-2.79422,37,4
70,121,1619.34,2450.07,-3.42078,37,4
71,121,1640.5,2450.68,-3.7275,37,4
71,120,1650.25,2430.76,-3.42078,37,4
72,121,1659.49,2450.07,-2.79422,37,4
71,122,1649.88,2466.93,-3.42078,37,4
70,122,1629.26,2467,-2.79422,37,4
71,123,1640.32,2484.13,-3.7275,37,4
72,123,1659.54,2484.69,-2.79422,37,4
69,122,1610.26,2466.72,-3.7275,37,4
69,123,1598.67,2484.82,-2.79422,37,4
68,124,1588.75,2503.24,-3.42078,37,4
69,124,1609.32,2502.02,-3.7275,37,4
68,123,1579.07,2485.47,-3.7275,37,4
68,122,1589.35,2466.87,-3.42078,37,4
68,121,1579.2,2449.77,-3.7275,37,4
94,98,2195.11,1986.06,-2.78804,30,4
95,99,2205.21,2004.69,-3.72132,30,4
95,98,2214.69,1986.71,-3.4146,30,4
96,97,2225.17,1968.82,-2.78804,30,4
96,98,2235.14,1986.87,-3.72132,30,4
97,98,2255.73,1986.28,-2.78804,30,4
97,99,2244.82,2004.36,-3.4146,30,4
97,100,2255.56,2021.85,-2.78804,30,4
96,100,2235.14,2022.09,-3.72132,30,4
96,99,2225.1,2004.03,-2.78804,30,4
95,100,2214.49,2022.14,-3.4146,30,4
96,101,2225.39,2038.37,-2.78804,30,4
95,101,2204.72,2038.04,-3.72132,30,4
94,101,2184.29,2039.07,-3.4146,30,4
94,100,2195.07,2021.7,-2.78804,30,4
97,97,2245.03,1969.05,-3.4146,30,4
98,97,2265.34,1968.78,-3.72132,30,4
95,84,2217.66,1703.15,-3.46795,21,4
96,83,2228.01,1684.73,-2.84139,21,4
96,84,2238.51,1703.72,-3.77467,21,4
97,83,2247.95,1685.38,-3.46795,21,4
97,84,2258.89,1702.67,-2.84139,21,4
97,85,2248.05,1719.87,-3.46795,21,4
97,86,2258.86,1737.6,-2.84139,21,4
98,85,2268.71,1719.73,-3.77467,21,4
98,86,2278.4,1737.6,-3.46795,21,4
98,84,2278.39,1703.29,-3.46795,21,4
99,83,2289.6,1684.83,-2.84139,21,4
98,82,2278.98,1667,-3.46795,21,4
97,87,2247.98,1754.79,-3.46795,21,4
96,87,2228.05,1755.74,-2.84139,21,4
95,86,2217.83,1737.66,-3.46795,21,4
95,87,2207.66,1756.12,-3.77467,21,4
96,85,2228.21,1719.69,-2.84139,21,4
96,70,2242.15,1417.53,-3.86253,12,4
96,71,2231.32,1435.43,-2.92926,12,4
96,72,2241.33,1453.84,-3.86253,12,4
97,71,2251.24,1435.61,-3.55581,12,4
97,70,2261.8,1417.51,-2.92926,12,4
98,71,2272.16,1435.3,-3.86253,12,4
97,72,2261.88,1453.58,-2.92926,12,4
98,72,2282.04,1453.06,-3.55581,12,4
99,71,2292.9,1435.39,-2.92926,12,4
98,70,2281.84,1417.6,-3.55581,12,4
99,69,2292.9,1400.18,-2.92926,12,4
100,69,2313.71,1400.44,-3.55581,12,4
100,68,2324.14,1382.1,-2.92926,12,4
99,68,2302.85,1383.13,-3.86253,12,4
100,67,2314.98,1363.97,-3.55581,12,4
99,67,2292.98,1364.52,-2.92926,12,4
98,68,2281.8,1382.89,-3.55581,12,4
98,69,2272.18,1401.02,-3.86253,12,4
97,68,2261.9,1382.45,-2.92926,12,4
97,69,2251.16,1400.79,-3.55581,12,4
99,70,2302.34,1417.63,-3.86253,12,4
100,71,2313.43,1435.28,-3.55581,12,4
97,57,2254.48,1151.32,-3.67321,3,4
98,57,2275.67,1150.58,-3.97993,3,4
98,56,2284.85,1131.99,-3.67321,3,4
99,57,2296.3,1150.53,-3.04666,3,4
99,56,2306.54,1132.37,-3.97993,3,4
100,55,2317.46,1114.25,-3.67321,3,4
99,55,2296.18,1114.3,-3.04666,3,4
98,54,2285.52,1096.38,-3.67321,3,4
99,54,2306.7,1096.37,-3.97993,3,4
100,54,2327.45,1096.09,-3.04666,3,4
101,55,2337.07,1114.57,-3.97993,3,4
101,54,2348.29,1096.16,-3.67321,3,4
102,53,2358.66,1078.77,-3.04666,3,4
101,56,2348.08,1132.39,-3.67321,3,4
100,56,2327.27,1132.56,-3.04666,3,4
100,53,2317.46,1079.03,-3.67321,3,4
99,53,2296.18,1078.87,-3.04666,3,4
98,53,2275.9,1080.21,-3.97993,3,4
100,52,2327.58,1060.89,-3.04666,3,4
98,55,2276.36,1114.35,-3.97993,3,4
105,110,2452.26,2223.2,-3.48686,40,4
106,109,2462.24,2205.35,-3.18014,40,4
106,110,2471.36,2222.9,-2.55358,40,4
107,110,2491.7,2222.59,-3.18014,40,4
107,109,2481.16,2205.84,-3.48686,40,4
107,108,2491.83,2187.95,-3.18014,40,4
106,108,2471.53,2187.92,-2.55358,40,4
107,107,2481.21,2171.88,-3.48686,40,4
108,107,2501.43,2170.57,-2.55358,40,4
108,108,2510.11,2188.53,-3.48686,40,4
108,109,2501.34,2205.33,-2.55358,40,4
106,111,2461.75,2239.15,-3.18014,40,4
106,94,2475.27,1905.36,-2.62016,31,4
107,95,2485.38,1924.14,-3.55344,31,4
107,94,2495.59,1905.89,-3.24672,31,4
108,95,2505.03,1923.25,-2.62016,31,4
109,95,2525.61,1923.37,-3.24672,31,4
109,94,2535.2,1905.77,-2.62016,31,4
108,94,2514.75,1906.78,-3.55344,31,4
108,93,2504.92,1888.62,-2.62016,31,4
110,93,2544.78,1888.58,-3.55344,31,4
108,96,2514.92,1939.69,-3.55344,31,4
107,96,2494.51,1940.9,-3.24672,31,4
108,97,2505.14,1957.29,-2.62016,31,4
107,97,2483.95,1957.21,-3.55344,31,4
106,96,2475.41,1940.16,-2.62016,31,4
109,96,2535.13,1940.09,-2.62016,31,4
107,82,2499.35,1657.45,-3.38479,22,4
108,81,2508.65,1639.49,-2.75824,22,4
109,81,2529.21,1639.41,-3.38479,22,4
109,82,2538.9,1657.24,-2.75824,22,4
110,82,2559.47,1656.79,-3.38479,22,4
110,81,2548.52,1639.64,-3.69151,22,4
110,80,2559.66,1621.72,-3.38479,22,4
109,80,2538.97,1621.66,-2.75824,22,4
108,80,2518.71,1622.1,-3.69151,22,4
108,79,2508.17,1605.29,-2.75824,22,4
109,79,2529.22,1605.45,-3.38479,22,4
110,79,2548.85,1606.05,-3.69151,22,4
111,79,2569.66,1604.79,-2.75824,22,4
111,81,2569.18,1639.61,-2.75824,22,4
109,83,2529.19,1674.28,-3.38479,22,4
108,83,2508.36,1675.12,-2.75824,22,4
108,68,2522.6,1374.2,-3.81352,13,4
109,67,2533.41,1355.1,-3.5068,13,4
109,68,2542.73,1373.12,-2.88024,13,4
110,68,2563.46,1372.7,-3.5068,13,4
110,67,2551.71,1354.83,-3.81352,13,4
111,67,2573.19,1355.37,-2.88024,13,4
112,67,2594.02,1355.13,-3.5068,13,4
111,66,2583.03,1337.8,-3.81352,13,4
111,65,2573.14,1318.93,-2.88024,13,4
112,65,2594.08,1319.6,-3.5068,13,4
112,64,2604.25,1301.34,-2.88024,13,4
112,66,2603.77,1337.53,-2.88024,13,4
110,66,2563.53,1337.39,-3.5068,13,4
109,66,2542.68,1337.36,-2.88024,13,4
109,65,2533.41,1319.43,-3.5068,13,4
110,65,2552.97,1320.17,-3.81352,13,4
110,64,2563.42,1302.02,-3.5068,13,4
111,68,2583.52,1372.11,-3.81352,13,4
110,49,2556.9,998.519,-3.91892,4,4
110,50,2567.41,1016.29,-3.6122,4,4
111,51,2576.86,1034.38,-2.98565,4,4
112,51,2597.89,1034.35,-3.6122,4,4
111,52,2586.97,1052.48,-3.91892,4,4
112,52,2607.79,1052.36,-2.98565,4,4
113,52,2628.52,1052.11,-3.6122,4,4
114,53,2638.68,1071.08,-2.98565,4,4
113,53,2618.42,1068.77,-3.91892,4,4
112,53,2597.86,1070.12,-3.6122,4,4
111,53,2577.33,1068.73,-2.98565,4,4
110,53,2556.41,1071.13,-3.91892,4,4
110,52,2567.31,1052.3,-3.6122,4,4
113,51,2617.37,1034.75,-3.91892,4,4
113,50,2628.8,1016.26,-3.6122,4,4
114,49,2639.01,997.883,-2.98565,4,4
113,49,2617.76,998.844,-3.91892,4,4
113,48,2629.8,980.912,-3.6122,4,4
112,50,2607.91,1016.15,-2.98565,4,4
111,50,2587.1,1016.81,-3.91892,4,4
112,49,2597.9,998.409,-3.6122,4,4
111,49,2576.94,998.286,-2.98565,4,4
117,104,2732.39,2107.73,-3.29337,41,4
118,105,2741.03,2124.98,-2.98665,41,4
119,105,2761.13,2125.24,-3.29337,41,4
118,104,2750.24,2107.84,-2.36009,41,4
119,104,2770.3,2107.86,-2.98665,41,4
120,103,2780.13,2090.43,-2.36009,41,4
120,104,2789.27,2107.76,-3.29337,41,4
120,105,2779.65,2124.88,-2.36009,41,4
119,106,2770.27,2140.89,-2.98665,41,4
118,106,2750.42,2141.11,-2.36009,41,4
118,107,2740.48,2158.46,-2.98665,41,4
117,106,2732.33,2141.4,-3.29337,41,4
118,90,2754.8,1826.01,-2.58493,32,4
119,90,2774.82,1826.52,-3.21148,32,4
120,90,2795.25,1826.73,-3.5182,32,4
121,90,2814.67,1826.3,-2.58493,32,4
121,91,2804.57,1842.61,-3.21148,32,4
120,91,2784.32,1842.63,-2.58493,32,4
120,92,2795.28,1859.63,-3.5182,32,4
120,93,2784.4,1877.29,-2.58493,32,4
119,93,2763.32,1877.89,-3.5182,32,4
119,92,2774.78,1859.97,-3.21148,32,4
118,92,2754.84,1859.97,-2.58493,32,4
121,92,2813.95,1860.33,-2.58493,32,4
119,78,2779.68,1577.53,-3.30894,23,4
120,77,2788.85,1559.72,-2.68238,23,4
120,76,2800.3,1542.6,-3.61566,23,4
121,77,2809.15,1559.86,-3.30894,23,4
122,77,2829.97,1559.95,-3.61566,23,4
121,76,2818.77,1542.25,-2.68238,23,4
122,76,2838.12,1542.81,-3.30894,23,4
123,75,2849.21,1524.28,-2.68238,23,4
123,76,2858.8,1542.28,-3.61566,23,4
123,77,2848.71,1559.82,-2.68238,23,4
122,78,2839.1,1577.27,-3.30894,23,4
121,78,2818.82,1577.41,-2.68238,23,4
122,79,2830.14,1593.53,-3.61566,23,4
121,79,2808.99,1594.42,-3.30894,23,4
120,79,2788.6,1595.26,-2.68238,23,4
121,62,2823.12,1258.18,-2.77553,14,4
122,63,2834.22,1276.06,-3.70881,14,4
121,64,2822.71,1292.97,-2.77553,14,4
122,64,2843.72,1292.33,-3.40209,14,4
122,65,2833.92,1309.32,-3.70881,14,4
123,63,2853.35,1275.84,-2.77553,14,4
123,62,2864.47,1258.48,-3.70881,14,4
123,61,2853.5,1240.37,-2.77553,14,4
124,61,2874.1,1240.44,-3.40209,14,4
124,60,2884.72,1222.04,-2.77553,14,4
125,61,2894.22,1240.03,-3.70881,14,4
